City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Ranong,TH,2020-02-22 18:57:33,9.97,98.63,79.36,72,0,7.92
286,Bjornevatn,NO,2020-02-22 18:53:52,69.67,29.98,35.6,69,68,29.97
287,Saldanha,ZA,2020-02-22 18:46:13,-33.01,17.94,68.0,72,44,13.87
288,San Francisco,US,2020-02-22 18:53:21,37.77,-122.42,68.0,58,1,2.19
289,Galle,LK,2020-02-22 18:50:21,6.04,80.22,81.95,75,94,22.41
290,Uyuni,BO,2020-02-22 18:49:51,-20.46,-66.83,60.85,43,89,6.44
291,Aksu,CN,2020-02-22 18:53:31,41.12,80.26,36.32,38,57,5.46
292,Novovarshavka,RU,2020-02-22 18:57:34,54.17,74.69,26.02,97,98,4.63
293,Saint-Philippe,RE,2020-02-22 18:45:54,-21.36,55.77,77.0,78,65,4.7
294,Kapit,MY,2020-02-22 18:57:34,2.02,112.93,71.56,98,49,1.21
295,Pendleton,US,2020-02-22 18:55:20,45.67,-118.79,55.99,40,1,9.17
296,Nome,US,2020-02-22 18:57:08,64.5,-165.41,-25.6,82,20,3.36
297,Krasnoselkup,RU,2020-02-22 18:57:35,65.7,82.47,4.32,87,72,13.47
298,Rantepao,ID,2020-02-22 18:57:35,-2.97,119.9,66.76,96,83,2.48
299,Nizhneudinsk,RU,2020-02-22 18:57:35,54.91,99.03,15.12,96,100,2.26
300,Vernon,CA,2020-02-22 18:56:22,50.26,-119.27,41.0,60,90,4.7
301,Chumphon,TH,2020-02-22 18:57:36,10.33,98.83,72.37,90,0,3.83
302,Hasaki,JP,2020-02-22 18:50:25,35.73,140.83,48.2,45,75,8.05
303,Nago,JP,2020-02-22 18:57:36,26.59,127.98,64.4,68,40,18.34
304,Luwuk,ID,2020-02-22 18:57:36,-0.95,122.79,81.82,77,71,13.44
305,Bull Savanna,JM,2020-02-22 18:57:37,17.89,-77.59,77.74,70,32,1.25
306,Nenjiang,CN,2020-02-22 18:57:37,49.18,125.22,3.97,93,0,4.74
307,Soligalich,RU,2020-02-22 18:57:37,59.08,42.29,33.64,83,100,14.97
308,Proletariy,RU,2020-02-22 18:57:37,58.43,31.7,34.79,95,100,24.61
309,Nishihara,JP,2020-02-22 18:50:13,26.18,127.76,64.4,68,40,18.34
310,Norman Wells,CA,2020-02-22 18:49:43,65.28,-126.83,6.8,77,90,5.82
311,Urucui,BR,2020-02-22 18:57:38,-7.23,-44.56,85.32,69,97,2.84
312,Alice Springs,AU,2020-02-22 18:52:54,-23.7,133.88,64.4,25,0,5.82
313,Hirado,JP,2020-02-22 18:56:47,33.36,129.55,51.01,65,75,14.99
314,Klyuchi,RU,2020-02-22 18:57:38,52.27,79.17,17.74,95,100,8.41
315,Barra Da Estiva,BR,2020-02-22 18:57:39,-13.63,-41.33,78.85,69,92,5.28
316,Pinkafeld,AT,2020-02-22 18:57:39,47.37,16.12,42.01,60,75,4.7
317,Chipoka,MW,2020-02-22 18:57:39,-13.99,34.52,76.8,84,37,3.2
318,Narsaq,GL,2020-02-22 18:49:40,60.92,-46.05,21.2,31,75,12.75
319,Menongue,AO,2020-02-22 18:57:39,-14.66,17.69,68.22,93,100,1.92
320,Raudeberg,NO,2020-02-22 18:57:36,61.99,5.14,41.0,80,100,28.86
321,Creston,US,2020-02-22 18:57:40,41.06,-94.36,50.0,49,1,13.87
322,Pavlohrad,UA,2020-02-22 18:57:40,48.52,35.87,33.8,86,75,4.47
323,Saint-Louis,SN,2020-02-22 18:57:40,16.33,-15.0,96.8,19,61,2.24
324,Tateyama,JP,2020-02-22 18:51:52,34.98,139.87,50.0,37,40,16.11
325,Inhambane,MZ,2020-02-22 18:52:41,-23.86,35.38,82.4,83,1,2.24
326,Kem,RU,2020-02-22 18:57:40,64.96,34.58,35.78,90,100,19.91
327,Bambous Virieux,MU,2020-02-22 18:49:31,-20.34,57.76,78.8,83,40,12.41
328,Eina,NO,2020-02-22 18:57:41,60.63,10.6,37.4,47,33,14.99
329,Ancud,CL,2020-02-22 18:46:00,-41.87,-73.82,80.6,32,0,9.17
330,Anshun,CN,2020-02-22 18:53:31,26.25,105.93,52.92,97,96,8.08
331,Touros,BR,2020-02-22 18:50:19,-5.2,-35.46,86.0,70,75,11.41
332,Aloleng,PH,2020-02-22 18:57:41,16.13,119.78,66.92,71,25,4.12
333,Sangar,RU,2020-02-22 18:52:43,63.92,127.47,-12.41,91,100,1.63
334,Xining,CN,2020-02-22 18:57:42,36.62,101.77,28.85,21,0,5.59
335,Longyearbyen,SJ,2020-02-22 18:49:49,78.22,15.64,3.2,59,20,12.75
336,Rayadrug,IN,2020-02-22 18:57:42,14.7,76.87,73.99,60,12,15.59
337,Salalah,OM,2020-02-22 18:50:47,17.02,54.09,77.0,69,20,3.36
338,Vardo,NO,2020-02-22 18:50:31,70.37,31.11,35.4,79,86,33.87
339,Padang,ID,2020-02-22 18:53:00,-0.95,100.35,70.36,85,4,6.55
340,Tubuala,PA,2020-02-22 18:54:01,9.52,-79.03,90.0,43,40,11.41
341,Bilma,NE,2020-02-22 18:51:14,18.69,12.92,75.04,12,73,11.54
342,San Quintin,MX,2020-02-22 18:46:38,30.48,-115.95,61.65,71,70,9.55
343,Maymyo,MM,2020-02-22 18:57:44,22.03,96.47,65.62,36,10,2.44
344,Ust-Kuyga,RU,2020-02-22 18:53:14,70.02,135.6,-10.35,100,94,0.13
345,Stoilesti,RO,2020-02-22 18:57:44,44.9,24.38,37.76,71,16,2.59
346,Plettenberg Bay,ZA,2020-02-22 18:57:44,-34.05,23.37,66.65,90,63,10.18
347,Ihosy,MG,2020-02-22 18:57:44,-22.4,46.12,66.69,97,100,7.31
348,Isangel,VU,2020-02-22 18:49:42,-19.55,169.27,73.4,94,20,14.54
349,Sagauli,IN,2020-02-22 18:57:45,26.78,84.73,66.07,71,0,2.57
350,Bon Accord,CA,2020-02-22 18:57:45,53.83,-113.42,37.0,64,20,6.93
351,Upington,ZA,2020-02-22 18:57:45,-28.45,21.26,84.2,20,20,8.05
352,Rocha,UY,2020-02-22 18:50:09,-34.48,-54.33,69.73,46,92,9.89
353,Nagato,JP,2020-02-22 18:57:46,34.38,131.2,48.2,49,20,19.46
354,Basoko,CD,2020-02-22 18:57:46,1.24,23.62,80.69,47,100,2.19
355,Cochrane,CA,2020-02-22 18:57:46,51.18,-114.47,42.8,48,1,20.8
356,Banda Aceh,ID,2020-02-22 18:57:46,5.56,95.32,73.72,88,3,3.78
357,Maragogi,BR,2020-02-22 18:51:56,-9.01,-35.22,82.44,78,7,10.63
358,Mount Isa,AU,2020-02-22 18:50:30,-20.73,139.5,82.4,61,92,10.29
359,Dubbo,AU,2020-02-22 18:53:37,-32.25,148.62,68.0,77,90,13.87
360,Sartana,UA,2020-02-22 18:57:47,47.17,37.7,36.61,96,100,10.07
361,Perico,CU,2020-02-22 18:57:47,22.77,-81.02,69.8,88,75,11.41
362,Pathein,MM,2020-02-22 18:57:48,16.78,94.73,77.0,65,0,9.24
363,Shimoda,JP,2020-02-22 18:53:27,34.67,138.95,51.01,54,0,1.01
364,Khorixas,NA,2020-02-22 18:57:48,-20.37,14.97,82.15,41,93,16.17
365,Erenhot,CN,2020-02-22 18:57:48,43.65,111.98,19.99,68,14,17.65
366,Aswan,EG,2020-02-22 18:52:20,24.09,32.91,63.43,28,0,10.49
367,Mendoza,AR,2020-02-22 18:56:11,-32.89,-68.83,75.2,33,0,8.05
368,Ratnagiri,IN,2020-02-22 18:57:49,16.98,73.3,70.97,58,0,2.13
369,Coquimbo,CL,2020-02-22 18:48:41,-29.95,-71.34,68.0,68,3,12.75
370,Akdepe,TM,2020-02-22 18:57:50,42.06,59.38,42.8,75,75,4.7
371,Fortuna,US,2020-02-22 18:47:19,40.6,-124.16,52.0,93,90,4.5
372,Kharp,RU,2020-02-22 18:57:50,66.8,65.81,9.72,93,62,4.38
373,Jiexiu,CN,2020-02-22 18:57:50,37.02,111.91,35.22,42,0,4.34
374,Coaticook,CA,2020-02-22 18:56:07,45.13,-71.8,35.6,59,90,13.87
375,Sao Joao Do Paraiso,BR,2020-02-22 18:54:03,-15.31,-42.01,85.59,56,64,3.0
376,Vigrestad,NO,2020-02-22 18:57:51,58.57,5.7,44.01,70,75,31.09
377,Ryotsu,JP,2020-02-22 18:57:51,38.08,138.43,42.8,75,75,18.34
378,Quang Ngai,VN,2020-02-22 18:57:51,15.12,108.8,73.51,77,21,14.85
379,Mercedes,AR,2020-02-22 18:51:59,-34.65,-59.43,77.0,45,0,1.99
380,Mao,ES,2020-02-22 18:57:51,39.89,4.27,51.8,87,25,5.82
381,Itarema,BR,2020-02-22 18:50:48,-2.92,-39.92,74.8,97,100,5.77
382,Balakhta,RU,2020-02-22 18:57:52,55.38,91.6,9.12,97,98,0.36
383,Awjilah,LY,2020-02-22 18:57:52,29.11,21.29,58.08,49,0,10.42
384,Pilar,BR,2020-02-22 18:54:56,-9.6,-35.96,87.8,66,40,12.75
385,Streator,US,2020-02-22 18:57:53,41.12,-88.84,48.2,42,1,10.29
386,Fallon,US,2020-02-22 18:48:23,39.47,-118.78,50.0,36,75,5.14
387,Tessalit,ML,2020-02-22 18:51:21,20.2,1.01,82.71,7,98,11.16
388,Havelock,US,2020-02-22 18:47:38,34.88,-76.9,52.0,34,1,5.82
389,Mananjary,MG,2020-02-22 18:57:54,-21.22,48.33,78.89,82,100,7.99
390,Opuwo,NA,2020-02-22 18:51:02,-18.06,13.84,81.41,49,100,5.53
391,Tupik,RU,2020-02-22 18:57:54,54.43,119.93,4.53,96,100,1.54
392,Ginda,IN,2020-02-22 18:57:54,30.69,78.49,44.55,76,11,5.41
393,Labuan,MY,2020-02-22 18:57:54,5.28,115.24,78.8,88,75,8.05
394,Hanko,FI,2020-02-22 18:57:54,59.83,22.95,41.0,97,100,10.0
395,Umm Lajj,SA,2020-02-22 18:47:41,25.02,37.27,63.9,55,0,9.19
396,Dodge City,US,2020-02-22 18:53:44,37.75,-100.02,53.6,61,1,13.87
397,Yumen,CN,2020-02-22 18:57:55,40.28,97.2,27.61,42,0,3.62
398,Pangkalanbuun,ID,2020-02-22 18:50:50,-2.68,111.62,73.96,97,47,1.88
399,Salinas,US,2020-02-22 18:53:32,36.68,-121.66,62.01,76,90,11.41
400,Russell,US,2020-02-22 18:51:27,32.35,-85.2,55.0,23,1,3.58
401,Marsa Matruh,EG,2020-02-22 18:54:05,31.35,27.25,57.65,65,83,6.17
402,Mezen,RU,2020-02-22 18:57:56,65.85,44.24,33.64,85,100,21.59
403,Dingzhou,CN,2020-02-22 18:57:56,38.51,115.0,28.4,58,0,2.24
404,Sokoto,NG,2020-02-22 18:57:57,13.06,5.24,88.3,12,3,11.3
405,Sal Rei,CV,2020-02-22 18:57:57,16.18,-22.92,71.6,68,75,19.46
406,Dingle,PH,2020-02-22 18:50:32,11.0,122.67,70.88,92,3,12.06
407,El Campo,US,2020-02-22 18:57:57,29.2,-96.27,64.99,33,1,6.93
408,Heyang,CN,2020-02-22 18:57:57,26.1,107.47,52.61,95,98,3.33
409,Tocopilla,CL,2020-02-22 18:53:55,-22.09,-70.2,75.49,45,89,13.53
410,Fruitvale,US,2020-02-22 18:57:58,39.08,-108.5,51.01,25,1,9.17
411,Joshimath,IN,2020-02-22 18:57:58,30.57,79.57,31.87,43,9,8.37
412,Hue,VN,2020-02-22 18:57:58,16.47,107.6,68.0,94,40,2.24
413,Carlisle,US,2020-02-22 18:50:11,40.2,-77.19,51.01,12,1,11.41
414,Altamont,US,2020-02-22 18:57:58,42.21,-121.74,48.99,56,1,3.36
415,Acapulco,MX,2020-02-22 18:50:50,16.86,-99.89,86.0,70,5,6.93
416,Ormara,PK,2020-02-22 18:57:59,25.21,64.64,73.9,63,33,10.09
417,Simao,CN,2020-02-22 18:55:02,22.79,100.97,52.45,96,0,3.29
418,Nsanje,MW,2020-02-22 18:57:59,-16.92,35.26,78.15,84,65,4.85
419,Lima,PE,2020-02-22 18:51:58,-12.04,-77.03,82.4,65,96,10.29
420,Tromso,NO,2020-02-22 18:49:38,69.65,18.96,39.2,80,75,24.16
421,El Cerrito,CO,2020-02-22 18:58:00,3.69,-76.31,80.6,65,75,3.36
422,Florianopolis,BR,2020-02-22 18:53:43,-27.61,-48.5,79.0,50,20,16.11
423,Agadez,NE,2020-02-22 18:51:43,19.75,10.25,75.15,13,83,12.01
424,Mattru,SL,2020-02-22 18:58:00,7.62,-11.83,87.04,63,41,10.13
425,Laguna De Perlas,NI,2020-02-22 18:58:00,12.34,-83.67,84.2,74,40,4.7
426,Amapa,BR,2020-02-22 18:58:00,1.0,-52.0,81.72,89,88,4.21
427,Luderitz,NA,2020-02-22 18:49:30,-26.65,15.16,66.2,77,0,21.92
428,Saint Albans,GB,2020-02-22 18:56:44,51.75,-0.33,52.0,76,100,23.04
429,Kruisfontein,ZA,2020-02-22 18:50:02,-34.0,24.73,65.61,91,44,16.62
430,Svetlaya,RU,2020-02-22 18:58:01,46.54,138.33,28.44,88,100,22.7
431,Tazovskiy,RU,2020-02-22 18:50:02,67.47,78.7,9.5,89,94,18.05
432,Buluang,PH,2020-02-22 18:58:02,13.31,123.34,69.57,95,68,5.88
433,Madimba,TZ,2020-02-22 18:58:02,-10.4,40.33,80.6,88,40,5.82
434,Tumsar,IN,2020-02-22 18:58:02,21.38,79.73,73.62,45,3,1.23
435,La Ronge,CA,2020-02-22 18:51:31,55.1,-105.28,35.6,51,90,10.29
436,Ghatsila,IN,2020-02-22 18:58:02,22.6,86.48,71.2,38,1,3.44
437,Hami,CN,2020-02-22 18:52:57,42.8,93.45,30.24,54,51,2.01
438,Ludwigslust,DE,2020-02-22 18:58:03,53.32,11.5,48.99,80,100,11.01
439,Atmakur,IN,2020-02-22 18:58:03,15.88,78.58,69.51,66,0,5.95
440,Gunnedah,AU,2020-02-22 18:58:03,-30.98,150.25,68.0,72,90,11.41
441,Lodja,CD,2020-02-22 18:58:03,-3.48,23.43,80.2,69,99,0.78
442,Baie-Comeau,CA,2020-02-22 18:57:13,49.22,-68.15,33.8,74,75,26.4
443,Vidim,RU,2020-02-22 18:58:04,56.41,103.11,11.93,96,83,3.53
444,Shache,CN,2020-02-22 18:58:04,38.42,77.24,37.78,38,0,2.19
445,Edd,ER,2020-02-22 18:58:04,13.93,41.69,78.01,74,3,7.99
446,Jiuquan,CN,2020-02-22 18:58:04,39.74,98.52,32.11,21,0,3.74
447,Yerbogachen,RU,2020-02-22 18:46:48,61.28,108.01,14.32,96,100,4.79
448,Bandrele,YT,2020-02-22 18:56:40,-12.91,45.19,82.4,83,100,9.17
449,Doha,QA,2020-02-22 18:50:27,25.29,51.53,69.01,88,0,4.7
450,Udachnyy,RU,2020-02-22 18:58:05,66.42,112.4,-7.6,83,98,2.24
451,Sale,MA,2020-02-22 18:58:05,34.04,-6.82,69.01,77,0,5.82
452,Gornyye Klyuchi,RU,2020-02-22 18:58:05,45.25,133.5,14.67,92,100,5.39
453,Plouzane,FR,2020-02-22 18:58:05,48.38,-4.62,51.8,100,90,16.11
454,Irbeyskoye,RU,2020-02-22 18:58:06,55.64,95.45,13.64,96,82,2.91
455,Bontang,ID,2020-02-22 18:58:06,0.13,117.5,80.47,78,71,14.85
456,Kappeln,DE,2020-02-22 18:58:06,54.66,9.93,46.4,75,100,36.91
457,Puerto El Triunfo,SV,2020-02-22 18:58:06,13.28,-88.55,96.8,26,0,11.41
458,Matiguas,NI,2020-02-22 18:58:06,12.84,-85.46,75.2,60,40,9.17
459,Lasa,IT,2020-02-22 18:53:16,46.62,10.7,50.0,59,54,4.7
460,Bridlington,GB,2020-02-22 18:58:07,54.08,-0.19,46.99,65,75,28.86
461,Iquitos,PE,2020-02-22 18:49:27,-3.75,-73.25,42.8,100,75,8.05
462,Usinsk,RU,2020-02-22 18:54:02,65.99,57.53,30.61,94,100,23.67
463,Adwa,ET,2020-02-22 18:58:07,14.16,38.9,66.65,56,1,9.98
464,Port Hardy,CA,2020-02-22 18:52:00,50.7,-127.42,41.0,93,20,6.93
465,Moranbah,AU,2020-02-22 18:53:11,-22.0,148.05,73.38,85,100,18.95
466,Konstantinovka,RU,2020-02-22 18:58:08,49.62,127.98,-1.01,89,1,3.42
467,Garden City,US,2020-02-22 18:51:53,42.33,-83.33,45.0,41,1,10.29
468,Kirakira,SB,2020-02-22 18:49:53,-10.45,161.92,77.0,85,23,5.99
469,Zhangjiakou,CN,2020-02-22 18:58:09,40.81,114.88,20.23,30,0,3.89
470,Ugoofaaru,MV,2020-02-22 18:50:20,5.67,73.0,83.39,78,100,17.81
471,Honiara,SB,2020-02-22 18:49:56,-9.43,159.95,77.0,88,40,3.36
472,Ponta Delgada,PT,2020-02-22 18:57:17,37.73,-25.67,59.0,72,20,9.17
473,Haines Junction,CA,2020-02-22 18:53:15,60.75,-137.51,4.96,98,63,5.75
474,San Benito,GT,2020-02-22 18:58:10,16.91,-89.91,82.51,56,90,3.33
475,Viedma,AR,2020-02-22 18:56:01,-40.81,-63.0,81.37,14,0,10.98
476,Inzer,RU,2020-02-22 18:58:10,54.22,57.56,14.83,97,40,1.28
477,Santander,ES,2020-02-22 18:56:42,43.46,-3.8,55.0,87,40,3.36
478,Shu,KZ,2020-02-22 18:51:49,43.6,73.76,37.0,56,100,8.99
479,Ostrovnoy,RU,2020-02-22 18:50:35,68.05,39.51,33.94,95,90,35.1
480,Egvekinot,RU,2020-02-22 18:58:11,66.32,-179.17,-27.38,99,96,2.68
481,Zyryanka,RU,2020-02-22 18:50:58,65.75,150.85,-15.57,88,80,4.29
482,Havre-Saint-Pierre,CA,2020-02-22 18:50:22,50.23,-63.6,26.6,79,75,23.04
483,Glens Falls,US,2020-02-22 18:58:12,43.31,-73.64,42.01,50,1,18.34
484,Nautla,MX,2020-02-22 18:58:12,20.22,-96.78,64.6,73,89,3.94
485,Liuzhou,CN,2020-02-22 18:58:12,24.31,109.39,61.81,82,14,3.83
486,North Port,US,2020-02-22 18:56:38,27.04,-82.24,73.99,38,1,8.05
487,Touba,CI,2020-02-22 18:58:13,8.28,-7.68,96.57,24,96,2.06
488,Glushkovo,RU,2020-02-22 18:58:13,51.34,34.63,30.87,84,1,7.63
489,Olafsvik,IS,2020-02-22 18:51:03,64.89,-23.71,29.07,70,99,8.55
490,Banyo,CM,2020-02-22 18:58:13,6.75,11.82,82.22,20,0,6.82
491,Eydhafushi,MV,2020-02-22 18:58:13,5.1,73.07,83.35,80,100,16.42
492,Oussouye,SN,2020-02-22 18:58:14,12.48,-16.55,89.6,78,52,9.17
493,Galesong,ID,2020-02-22 18:50:09,-5.32,119.37,77.0,88,40,3.36
494,San Ramon,US,2020-02-22 18:51:40,37.78,-121.98,68.0,55,40,10.29
495,Oudtshoorn,ZA,2020-02-22 18:54:54,-33.59,22.2,64.4,93,55,12.75
496,Gorontalo,ID,2020-02-22 18:49:46,0.54,123.06,73.8,92,49,5.1
497,Broken Hill,AU,2020-02-22 18:50:04,-31.95,141.43,69.8,29,0,11.41
498,Cabedelo,BR,2020-02-22 18:49:33,-6.98,-34.83,87.8,70,40,11.41
499,Itamaraca,BR,2020-02-22 18:58:16,-7.75,-34.83,87.8,70,20,8.05
500,Patitirion,GR,2020-02-22 18:58:16,39.15,23.87,51.8,53,75,21.92
501,Harper,LR,2020-02-22 18:51:33,4.38,-7.72,83.84,77,86,5.84
502,Umm Kaddadah,SD,2020-02-22 18:53:33,13.6,26.69,73.8,11,16,14.79
503,Flinders,AU,2020-02-22 18:47:54,-34.58,150.86,66.99,93,75,15.23
504,Gedo,ET,2020-02-22 18:54:53,9.02,37.45,64.45,46,57,5.57
505,Caravelas,BR,2020-02-22 18:50:36,-17.71,-39.25,81.88,84,55,16.02
506,Port Hedland,AU,2020-02-22 18:52:54,-20.32,118.57,78.8,83,30,4.7
507,Bako,ET,2020-02-22 18:58:17,5.78,36.57,73.24,57,86,6.02
508,Ha Giang,VN,2020-02-22 18:58:18,22.83,104.98,54.1,95,17,1.32
509,Kourou,GF,2020-02-22 18:58:18,5.16,-52.65,86.0,70,75,12.75
510,Gua Musang,MY,2020-02-22 18:58:18,4.88,101.96,69.06,97,11,0.4
511,Barmer,IN,2020-02-22 18:58:18,25.75,71.38,72.54,34,0,12.88
512,Praia,CV,2020-02-22 18:50:07,14.92,-23.51,73.4,64,75,26.4
513,La Sarre,CA,2020-02-22 18:58:19,48.8,-79.2,31.3,86,100,11.79
514,Carlsbad,US,2020-02-22 18:58:19,33.16,-117.35,60.01,87,90,3.36
515,Alugan,PH,2020-02-22 18:58:19,12.22,125.48,77.27,82,16,11.63
516,Anchorage,US,2020-02-22 18:54:58,61.22,-149.9,19.4,85,90,2.84
517,Margate,GB,2020-02-22 18:50:03,51.38,1.39,54.0,62,20,23.04
518,Zhigansk,RU,2020-02-22 18:58:20,66.77,123.37,-16.2,98,80,5.21
519,Artvin,TR,2020-02-22 18:58:20,41.17,41.83,44.6,93,90,6.93
520,Manoel Urbano,BR,2020-02-22 18:58:20,-8.84,-69.26,72.81,99,100,3.04
521,Doka,SD,2020-02-22 18:58:20,13.52,35.77,84.52,14,0,15.3
522,Naters,CH,2020-02-22 18:58:21,46.33,7.99,50.0,51,20,1.12
523,Kenitra,MA,2020-02-22 18:58:21,34.26,-6.58,69.01,77,0,5.82
524,Tuatapere,NZ,2020-02-22 18:49:44,-46.13,167.68,51.01,77,81,5.99
525,Bandarbeyla,SO,2020-02-22 18:49:55,9.49,50.81,77.27,77,0,17.72
526,Lakes Entrance,AU,2020-02-22 18:53:52,-37.88,147.98,54.0,96,0,6.04
527,Borovoy,RU,2020-02-22 18:58:22,55.43,86.08,23.0,85,40,4.47
528,Botshabelo,ZA,2020-02-22 18:58:22,-29.27,26.71,64.4,93,98,6.93
529,Sitka,US,2020-02-22 18:46:59,57.05,-135.33,35.6,80,90,10.29
530,Grants,US,2020-02-22 18:58:22,35.15,-107.85,39.2,93,90,5.82
531,Halifax,CA,2020-02-22 18:57:37,44.65,-63.57,39.99,69,75,17.22
532,Asyut,EG,2020-02-22 18:58:22,27.18,31.18,53.85,38,0,6.85
533,Yenagoa,NG,2020-02-22 18:51:59,4.92,6.26,89.33,57,70,10.09
534,Ribas Do Rio Pardo,BR,2020-02-22 18:58:23,-20.44,-53.76,71.91,76,100,2.26
535,Xochihuehuetlan,MX,2020-02-22 18:58:23,17.92,-98.43,83.66,26,0,3.33
536,Mokokchung,IN,2020-02-22 18:58:23,26.33,94.53,63.19,75,68,2.53
537,Cuamba,MZ,2020-02-22 18:58:23,-14.8,36.54,72.43,94,97,2.86
538,Anadyr,RU,2020-02-22 18:48:03,64.75,177.48,-13.0,69,0,6.71
539,Gaoual,GN,2020-02-22 18:58:24,11.75,-13.2,97.41,17,8,3.2
540,Littleton,US,2020-02-22 18:58:24,39.61,-105.02,55.4,29,1,8.05
541,Sao Felix Do Xingu,BR,2020-02-22 18:58:24,-6.64,-51.99,80.47,93,100,1.34
542,Zarechnyy,RU,2020-02-22 18:58:24,53.2,45.19,33.01,49,94,8.63
543,Teshie,GH,2020-02-22 18:58:25,5.58,-0.11,82.22,87,16,17.38
544,Road Town,VG,2020-02-22 18:58:25,18.42,-64.62,84.2,62,20,8.05
545,Red Bluff,US,2020-02-22 18:58:25,40.18,-122.24,69.01,25,1,5.82
546,Belmonte,BR,2020-02-22 18:50:29,-15.86,-38.88,87.8,66,40,19.46
547,Sioux Lookout,CA,2020-02-22 18:50:33,50.1,-91.92,35.6,51,40,8.05
548,Raymondville,US,2020-02-22 18:58:26,26.48,-97.78,69.01,52,85,8.05
549,Adrar,MR,2020-02-22 18:53:27,20.5,-10.07,89.51,8,96,6.87
550,Bow Island,CA,2020-02-22 18:58:26,49.87,-111.37,39.99,64,75,19.46
551,Bayir,TR,2020-02-22 18:51:22,37.27,28.22,48.2,57,89,6.93
552,Visby,SE,2020-02-22 18:58:26,57.64,18.3,42.01,62,65,31.09
553,Asind,IN,2020-02-22 18:58:26,25.73,74.33,62.37,58,0,5.17
554,Turukhansk,RU,2020-02-22 18:52:01,65.82,87.98,5.32,97,96,3.11
555,Muqui,BR,2020-02-22 18:58:27,-20.96,-41.35,75.69,88,90,6.8
556,Ambilobe,MG,2020-02-22 18:48:20,-13.2,49.05,77.25,90,100,3.51
557,Tambura,SS,2020-02-22 18:58:27,5.6,27.47,82.4,23,97,2.46
558,Abu Samrah,SY,2020-02-22 18:58:27,35.3,37.18,50.85,82,33,8.68
559,Santa Maria,BR,2020-02-22 18:57:19,-29.68,-53.81,73.49,31,0,7.85
560,Mega,ET,2020-02-22 18:58:28,4.05,38.3,76.32,41,63,13.73
561,Zhuhai,CN,2020-02-22 18:58:28,22.28,113.57,66.99,88,0,14.99
562,Komsomolskiy,UZ,2020-02-22 18:46:22,40.43,71.72,44.6,86,96,6.93
563,Kurilsk,RU,2020-02-22 18:51:36,45.23,147.88,30.9,99,100,20.22
564,Sibolga,ID,2020-02-22 18:51:15,1.74,98.78,71.42,88,0,3.4
565,Tsiroanomandidy,MG,2020-02-22 18:58:29,-18.77,46.03,69.57,97,100,1.7
566,Maicao,CO,2020-02-22 18:58:29,11.38,-72.24,86.09,51,52,16.82
567,Latung,PH,2020-02-22 18:58:29,5.5,120.88,81.61,70,42,6.11
568,Honggang,CN,2020-02-22 18:58:30,46.47,124.87,6.85,81,0,6.02
569,Cockburn Town,TC,2020-02-22 18:56:14,21.46,-71.14,80.6,69,20,9.17
570,Solnechnyy,RU,2020-02-22 18:58:30,50.72,136.63,7.47,75,95,5.95
571,Jumla,NP,2020-02-22 18:47:21,29.27,82.18,32.99,74,93,3.91
